SysTime,    Time,[CH4]_ppm,[CH4]d_ppm
21/01/2025 14:22:45.215, 21/01/2025 13:22:45.150, 8.03490e+2, 7.94773e+2
21/01/2025 14:22:46.208, 21/01/2025 13:22:46.144, 8.03266e+2, 7.94527e+2
21/01/2025 14:22:47.201, 21/01/2025 13:22:47.138, 8.03315e+2, 7.94653e+2
21/01/2025 14:22:48.193, 21/01/2025 13:22:48.133, 8.05186e+2, 7.96645e+2
21/01/2025 14:22:49.187, 21/01/2025 13:22:49.128, 8.03842e+2, 7.95240e+2
21/01/2025 14:22:50.182, 21/01/2025 13:22:50.122, 8.03222e+2, 7.94571e+2
21/01/2025 14:22:51.177, 21/01/2025 13:22:51.116, 8.03533e+2, 7.94988e+2
21/01/2025 14:22:52.169, 21/01/2025 13:22:52.111, 8.04332e+2, 7.95787e+2
21/01/2025 14:22:53.170, 21/01/2025 13:22:53.106, 8.04777e+2, 7.96172e+2
21/01/2025 14:22:54.161, 21/01/2025 13:22:54.100, 8.05000e+2, 7.96428e+2
21/01/2025 14:22:55.153, 21/01/2025 13:22:55.095, 8.04704e+2, 7.96078e+2
21/01/2025 14:22:56.149, 21/01/2025 13:22:56.090, 8.05651e+2, 7.97000e+2
21/01/2025 14:22:57.143, 21/01/2025 13:22:57.084, 8.05491e+2, 7.96868e+2
21/01/2025 14:22:58.142, 21/01/2025 13:22:58.086, 8.06280e+2, 7.97576e+2
21/01/2025 14:22:59.137, 21/01/2025 13:22:59.080, 8.04832e+2, 7.96183e+2
21/01/2025 14:23:00.132, 21/01/2025 13:23:00.074, 8.05976e+2, 7.97117e+2
21/01/2025 14:23:01.129, 21/01/2025 13:23:01.068, 8.04041e+2, 7.95325e+2
21/01/2025 14:23:02.123, 21/01/2025 13:23:02.063, 8.06015e+2, 7.97311e+2
21/01/2025 14:23:03.112, 21/01/2025 13:23:03.058, 8.04911e+2, 7.96228e+2
21/01/2025 14:23:04.114, 21/01/2025 13:23:04.052, 8.05958e+2, 7.97134e+2
21/01/2025 14:23:05.108, 21/01/2025 13:23:05.047, 8.04692e+2, 7.95831e+2
21/01/2025 14:23:06.106, 21/01/2025 13:23:06.042, 8.06003e+2, 7.97161e+2
21/01/2025 14:23:07.096, 21/01/2025 13:23:07.036, 8.06058e+2, 7.97069e+2
21/01/2025 14:23:08.090, 21/01/2025 13:23:08.030, 8.06649e+2, 7.97685e+2
21/01/2025 14:23:09.083, 21/01/2025 13:23:09.025, 8.06850e+2, 7.97786e+2
21/01/2025 14:23:10.081, 21/01/2025 13:23:10.019, 8.07016e+2, 7.98193e+2
21/01/2025 14:23:11.075, 21/01/2025 13:23:11.014, 8.07682e+2, 7.98918e+2
21/01/2025 14:23:12.068, 21/01/2025 13:23:12.009, 8.07631e+2, 7.98836e+2
21/01/2025 14:23:13.066, 21/01/2025 13:23:13.003, 8.06971e+2, 7.98101e+2
21/01/2025 14:23:14.062, 21/01/2025 13:23:13.997, 8.07590e+2, 7.98713e+2
21/01/2025 14:23:15.057, 21/01/2025 13:23:14.993, 8.07013e+2, 7.98117e+2
21/01/2025 14:23:16.050, 21/01/2025 13:23:15.987, 8.06863e+2, 7.97919e+2
21/01/2025 14:23:17.040, 21/01/2025 13:23:16.981, 8.06537e+2, 7.97548e+2
21/01/2025 14:23:18.036, 21/01/2025 13:23:17.976, 8.08771e+2, 7.99927e+2
21/01/2025 14:23:19.032, 21/01/2025 13:23:18.970, 8.06597e+2, 7.97610e+2
21/01/2025 14:23:20.025, 21/01/2025 13:23:19.964, 8.06505e+2, 7.97587e+2
21/01/2025 14:23:21.022, 21/01/2025 13:23:20.959, 8.07148e+2, 7.98240e+2
21/01/2025 14:23:22.016, 21/01/2025 13:23:21.954, 8.07904e+2, 7.99015e+2
21/01/2025 14:23:23.017, 21/01/2025 13:23:22.948, 8.07408e+2, 7.98435e+2
21/01/2025 14:23:24.008, 21/01/2025 13:23:23.942, 8.07966e+2, 7.99137e+2
21/01/2025 14:23:24.998, 21/01/2025 13:23:24.938, 8.08118e+2, 7.99144e+2
21/01/2025 14:23:25.993, 21/01/2025 13:23:25.932, 8.08401e+2, 7.99424e+2
21/01/2025 14:23:26.987, 21/01/2025 13:23:26.926, 8.07398e+2, 7.98463e+2
21/01/2025 14:23:27.975, 21/01/2025 13:23:27.921, 8.08065e+2, 7.99177e+2
21/01/2025 14:23:28.978, 21/01/2025 13:23:28.915, 8.08935e+2, 7.99969e+2
21/01/2025 14:23:29.973, 21/01/2025 13:23:29.910, 8.10456e+2, 8.01570e+2
21/01/2025 14:23:30.968, 21/01/2025 13:23:30.904, 8.10156e+2, 8.01206e+2
21/01/2025 14:23:31.957, 21/01/2025 13:23:31.899, 8.08032e+2, 7.98935e+2
21/01/2025 14:23:32.954, 21/01/2025 13:23:32.894, 8.08426e+2, 7.99443e+2
21/01/2025 14:23:33.953, 21/01/2025 13:23:33.888, 8.09334e+2, 8.00297e+2
21/01/2025 14:23:34.941, 21/01/2025 13:23:34.882, 8.09284e+2, 8.00209e+2
21/01/2025 14:23:35.939, 21/01/2025 13:23:35.877, 8.09221e+2, 8.00145e+2
21/01/2025 14:23:36.925, 21/01/2025 13:23:36.871, 8.08778e+2, 7.99738e+2
21/01/2025 14:23:37.930, 21/01/2025 13:23:37.866, 8.09847e+2, 8.00767e+2
21/01/2025 14:23:38.921, 21/01/2025 13:23:38.860, 8.09963e+2, 8.00812e+2
21/01/2025 14:23:39.912, 21/01/2025 13:23:39.855, 8.09617e+2, 8.00599e+2
21/01/2025 14:23:40.903, 21/01/2025 13:23:40.849, 8.10041e+2, 8.00895e+2
21/01/2025 14:23:41.898, 21/01/2025 13:23:41.844, 8.10904e+2, 8.01686e+2
21/01/2025 14:23:42.910, 21/01/2025 13:23:42.839, 8.16702e+2, 8.07895e+2
21/01/2025 14:23:43.891, 21/01/2025 13:23:43.833, 8.14345e+2, 8.05590e+2
21/01/2025 14:23:44.893, 21/01/2025 13:23:44.828, 8.10375e+2, 8.01334e+2
21/01/2025 14:23:45.889, 21/01/2025 13:23:45.822, 8.09915e+2, 8.00862e+2
21/01/2025 14:23:46.878, 21/01/2025 13:23:46.817, 8.09391e+2, 8.00231e+2
21/01/2025 14:23:47.869, 21/01/2025 13:23:47.812, 8.09669e+2, 8.00621e+2
21/01/2025 14:23:48.868, 21/01/2025 13:23:48.806, 8.09805e+2, 8.00756e+2
21/01/2025 14:23:49.860, 21/01/2025 13:23:49.801, 8.09202e+2, 8.00020e+2
21/01/2025 14:23:50.855, 21/01/2025 13:23:50.794, 8.09376e+2, 8.00429e+2
21/01/2025 14:23:51.849, 21/01/2025 13:23:51.789, 8.09131e+2, 8.00066e+2
21/01/2025 14:23:52.861, 21/01/2025 13:23:52.784, 8.10944e+2, 8.01851e+2
21/01/2025 14:23:53.839, 21/01/2025 13:23:53.785, 8.09680e+2, 8.00532e+2
21/01/2025 14:23:54.834, 21/01/2025 13:23:54.779, 8.12494e+2, 8.03488e+2
21/01/2025 14:23:55.831, 21/01/2025 13:23:55.774, 8.18321e+2, 8.09566e+2
21/01/2025 14:23:56.832, 21/01/2025 13:23:56.769, 8.15908e+2, 8.07012e+2
21/01/2025 14:23:57.826, 21/01/2025 13:23:57.763, 8.13318e+2, 8.04366e+2
21/01/2025 14:23:58.821, 21/01/2025 13:23:58.757, 8.09469e+2, 8.00359e+2
21/01/2025 14:23:59.813, 21/01/2025 13:23:59.752, 8.11063e+2, 8.01888e+2
21/01/2025 14:24:00.816, 21/01/2025 13:24:00.754, 8.09382e+2, 8.00298e+2
21/01/2025 14:24:01.811, 21/01/2025 13:24:01.748, 8.09084e+2, 7.99936e+2
21/01/2025 14:24:02.799, 21/01/2025 13:24:02.743, 8.11680e+2, 8.02518e+2
21/01/2025 14:24:03.801, 21/01/2025 13:24:03.737, 8.15826e+2, 8.06973e+2
21/01/2025 14:24:04.793, 21/01/2025 13:24:04.731, 8.16944e+2, 8.08038e+2
21/01/2025 14:24:05.784, 21/01/2025 13:24:05.726, 8.10945e+2, 8.01809e+2
21/01/2025 14:24:06.781, 21/01/2025 13:24:06.721, 8.10293e+2, 8.01077e+2
21/01/2025 14:24:07.777, 21/01/2025 13:24:07.715, 8.11720e+2, 8.02487e+2
21/01/2025 14:24:08.769, 21/01/2025 13:24:08.710, 8.12187e+2, 8.03132e+2
21/01/2025 14:24:09.759, 21/01/2025 13:24:09.704, 8.11050e+2, 8.01832e+2
21/01/2025 14:24:10.763, 21/01/2025 13:24:10.699, 8.11094e+2, 8.01911e+2
21/01/2025 14:24:11.758, 21/01/2025 13:24:11.693, 8.11268e+2, 8.02066e+2
21/01/2025 14:24:12.745, 21/01/2025 13:24:12.688, 8.02150e+2, 7.92478e+2
21/01/2025 14:24:13.747, 21/01/2025 13:24:13.682, 7.84342e+2, 7.74317e+2
21/01/2025 14:24:14.741, 21/01/2025 13:24:14.677, 8.34438e+2, 8.27331e+2
21/01/2025 14:24:15.732, 21/01/2025 13:24:15.671, 8.18338e+2, 8.09320e+2
21/01/2025 14:24:16.722, 21/01/2025 13:24:16.665, 8.12469e+2, 8.03286e+2
21/01/2025 14:24:17.720, 21/01/2025 13:24:17.660, 8.11970e+2, 8.02722e+2
21/01/2025 14:24:18.715, 21/01/2025 13:24:18.654, 8.12592e+2, 8.03231e+2
21/01/2025 14:24:19.710, 21/01/2025 13:24:19.650, 8.11715e+2, 8.02393e+2
21/01/2025 14:24:20.701, 21/01/2025 13:24:20.644, 8.11159e+2, 8.01998e+2
21/01/2025 14:24:21.701, 21/01/2025 13:24:21.638, 8.11769e+2, 8.02644e+2
21/01/2025 14:24:22.696, 21/01/2025 13:24:22.632, 8.12413e+2, 8.03101e+2
21/01/2025 14:24:23.686, 21/01/2025 13:24:23.627, 8.11802e+2, 8.02537e+2
21/01/2025 14:24:24.680, 21/01/2025 13:24:24.622, 8.12271e+2, 8.03086e+2
21/01/2025 14:24:25.679, 21/01/2025 13:24:25.616, 8.12539e+2, 8.03251e+2
21/01/2025 14:24:26.675, 21/01/2025 13:24:26.610, 8.13261e+2, 8.04076e+2
21/01/2025 14:24:27.664, 21/01/2025 13:24:27.606, 8.13351e+2, 8.04097e+2
21/01/2025 14:24:28.666, 21/01/2025 13:24:28.601, 8.13599e+2, 8.04416e+2
21/01/2025 14:24:29.661, 21/01/2025 13:24:29.595, 8.13575e+2, 8.04273e+2
21/01/2025 14:24:30.649, 21/01/2025 13:24:30.589, 8.13507e+2, 8.04207e+2
21/01/2025 14:24:31.642, 21/01/2025 13:24:31.583, 8.14732e+2, 8.05357e+2
21/01/2025 14:24:32.651, 21/01/2025 13:24:32.585, 8.14870e+2, 8.05610e+2
21/01/2025 14:24:33.643, 21/01/2025 13:24:33.579, 8.14677e+2, 8.05417e+2
21/01/2025 14:24:34.632, 21/01/2025 13:24:34.574, 8.15326e+2, 8.06081e+2
21/01/2025 14:24:35.628, 21/01/2025 13:24:35.569, 8.14484e+2, 8.05138e+2
21/01/2025 14:24:36.624, 21/01/2025 13:24:36.563, 8.14189e+2, 8.04856e+2
21/01/2025 14:24:37.624, 21/01/2025 13:24:37.557, 8.15213e+2, 8.05951e+2
21/01/2025 14:24:38.615, 21/01/2025 13:24:38.552, 8.15783e+2, 8.06497e+2
21/01/2025 14:24:39.610, 21/01/2025 13:24:39.546, 8.15917e+2, 8.06587e+2
